00:54:39	1	2	200	text/html; charset=UTF-8	36468	<!DOCTYPE html>	></html>
00:54:40	1	1.1	200	text/html; charset=UTF-8	36469	<!DOCTYPE html>	></html>
00:54:43	2	2	200	text/html; charset=UTF-8	36465	<!DOCTYPE html>	></html>
00:54:44	2	1.1	200	text/html; charset=UTF-8	36465	<!DOCTYPE html>	></html>
00:54:46	3	2	200	text/html; charset=UTF-8	36465	<!DOCTYPE html>	></html>
00:54:47	3	1.1	200	text/html; charset=UTF-8	36465	<!DOCTYPE html>	></html>
00:54:49	4	2	200	text/html; charset=UTF-8	36466	<!DOCTYPE html>	></html>
00:54:50	4	1.1	200	text/html; charset=UTF-8	36467	<!DOCTYPE html>	></html>
00:54:53	5	2	200	text/html; charset=UTF-8	36463	<!DOCTYPE html>	></html>
00:54:54	5	1.1	200	text/html; charset=UTF-8	36463	<!DOCTYPE html>	></html>
00:54:56	6	2	200	text/html; charset=UTF-8	36463	<!DOCTYPE html>	></html>
00:54:57	6	1.1	200	text/html; charset=UTF-8	36463	<!DOCTYPE html>	></html>
00:54:59	7	2	200	text/html; charset=UTF-8	36463	<!DOCTYPE html>	></html>
00:55:00	7	1.1	200	text/html; charset=UTF-8	36467	<!DOCTYPE html>	></html>
00:55:03	8	2	200	text/html; charset=UTF-8	36465	<!DOCTYPE html>	></html>
00:55:04	8	1.1	200	text/html; charset=UTF-8	36463	<!DOCTYPE html>	></html>
00:55:06	9	2	200	text/html; charset=UTF-8	36463	<!DOCTYPE html>	></html>
00:55:07	9	1.1	200	text/html; charset=UTF-8	36463	<!DOCTYPE html>	></html>
00:55:09	10	2	200	text/html; charset=UTF-8	36463	<!DOCTYPE html>	></html>
00:55:10	10	1.1	200	text/html; charset=UTF-8	36467	<!DOCTYPE html>	></html>
00:55:12	11	2	200	text/html; charset=UTF-8	36463	<!DOCTYPE html>	></html>
00:55:14	11	1.1	200	text/html; charset=UTF-8	36463	<!DOCTYPE html>	></html>
00:55:16	12	2	200	text/html; charset=UTF-8	36463	<!DOCTYPE html>	></html>
00:55:17	12	1.1	200	text/html; charset=UTF-8	36463	<!DOCTYPE html>	></html>
00:55:20	13	2	200	text/html; charset=UTF-8	36463	<!DOCTYPE html>	></html>
00:55:21	13	1.1	200	text/html; charset=UTF-8	36464	<!DOCTYPE html>	></html>
00:55:23	14	2	200	text/html; charset=UTF-8	36463	<!DOCTYPE html>	></html>
00:55:24	14	1.1	200	text/html; charset=UTF-8	36462	<!DOCTYPE html>	></html>
00:55:26	15	2	200	text/html; charset=UTF-8	36464	<!DOCTYPE html>	></html>
00:55:27	15	1.1	200	text/html; charset=UTF-8	36463	<!DOCTYPE html>	></html>
00:55:29	16	2	200	text/html; charset=UTF-8	36463	<!DOCTYPE html>	></html>
00:55:30	16	1.1	200	text/html; charset=UTF-8	36469	<!DOCTYPE html>	></html>
00:55:33	17	2	200	text/html; charset=UTF-8	36463	<!DOCTYPE html>	></html>
00:55:33	17	1.1	200	text/html; charset=UTF-8	36463	<!DOCTYPE html>	></html>
00:55:35	18	2	200	text/html; charset=UTF-8	36463	<!DOCTYPE html>	></html>
00:55:36	18	1.1	200	text/html; charset=UTF-8	36463	<!DOCTYPE html>	></html>
00:55:39	19	2	200	text/html; charset=UTF-8	36467	<!DOCTYPE html>	></html>
00:55:40	19	1.1	200	text/html; charset=UTF-8	36463	<!DOCTYPE html>	></html>
00:55:42	20	2	200	text/html; charset=UTF-8	36466	<!DOCTYPE html>	></html>
00:55:43	20	1.1	200	text/html; charset=UTF-8	36466	<!DOCTYPE html>	></html>
00:55:45	21	2	200	text/html; charset=UTF-8	36463	<!DOCTYPE html>	></html>
00:55:46	21	1.1	200	text/html; charset=UTF-8	36463	<!DOCTYPE html>	></html>
00:55:48	22	2	200	text/html; charset=UTF-8	36464	<!DOCTYPE html>	></html>
00:55:49	22	1.1	200	text/html; charset=UTF-8	36467	<!DOCTYPE html>	></html>
00:55:51	23	2	200	text/html; charset=UTF-8	36467	<!DOCTYPE html>	></html>
00:55:52	23	1.1	200	text/html; charset=UTF-8	36463	<!DOCTYPE html>	></html>
00:55:54	24	2	200	text/html; charset=UTF-8	36463	<!DOCTYPE html>	></html>
00:55:55	24	1.1	200	text/html; charset=UTF-8	36464	<!DOCTYPE html>	></html>
00:55:57	25	2	200	text/html; charset=UTF-8	36463	<!DOCTYPE html>	></html>
00:55:58	25	1.1	200	text/html; charset=UTF-8	36467	<!DOCTYPE html>	></html>
00:56:00	26	2	200	text/html; charset=UTF-8	36466	<!DOCTYPE html>	></html>
00:56:01	26	1.1	200	text/html; charset=UTF-8	36463	<!DOCTYPE html>	></html>
00:56:03	27	2	200	text/html; charset=UTF-8	36462	<!DOCTYPE html>	></html>
